point,file,gx,gxx,gxy,gxz,gy,gyy,gyz,gz,gzz,pot,ratio,size
59,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-226.610568718264,14.8608513342653,0.789807320560054,0.767202253491567,-3.97305988491281,2.90090636340032,0.0148671055933789,117.60715866315,-17.761757697662,14661.6214280185,0.0,30.0
60,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-93.4492918506114,4.24455691064362,0.0145273364133449,0.257197918779287,-0.0430667624672054,2.59472570141696,0.00014393791680764,114.049223932868,-6.83928261206072,14416.9197087633,0.0,30.0
61,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-38.469675032316,2.394282040982,1.26597872920353e-05,0.100650865340066,-1.91217064315907e-05,2.12568402122437,6.0284456024351e-08,112.870026712648,-4.51996606220635,14310.9093869961,0.0,30.0
62,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,1.66977542903624e-13,2.00046642596705,5.55111512312578e-17,-4.16333634234434e-16,-3.90798504668055e-14,2.00046642596705,4.85722573273506e-17,112.547292768937,-4.00093285193396,14279.6793431513,0.0,30.0
63,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-7.30859134857159,3.10303402183517,-0.0820603149701482,0.0182387183326263,-4.70252668172688,-0.547048644025164,0.0111349194934274,110.557435798036,-2.55598537780991,14053.5213660149,0.0,30.0
64,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,50.4547096320076,3.74507677902256,0.109115793621655,-0.12824791729461,-4.6256136480064,-0.76816392479894,0.0107880956009293,110.891692890298,-2.97691285422355,14088.0995901174,0.0,30.0
65,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,139.444984768395,7.47742812690481,1.38095335937158,-0.371568004298295,4.05293162528828,-2.02015024028064,-0.0150594695070268,112.44191447247,-5.45727788662494,14238.3536384791,0.0,30.0
66,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,391.460787758226,28.8010184044839,17.5840375063359,-1.26881918230639,106.324271538308,-8.26606537405368,-0.378987775068209,117.816858851477,-20.5349530304232,14635.2660063129,0.0,30.0
67,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,1035.85530268481,-120.123829388028,306.72841432579,-8.04746393042686,2112.20413266333,386.972830461943,-16.7637932448515,165.094038138065,-266.849001073971,15946.1367693596,0.0,30.0
68,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-748.239164185372,61.9736418698805,-76.3839724699039,3.17223483086185,405.671812046745,-2.68063064716922,-1.84573506982267,126.884702478805,-59.2930112226834,15049.6575422468,0.0,30.0
69,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-243.726552694419,11.8458065225702,-4.02817516121917,0.676417052583569,17.8798994092501,-2.70680992948737,-0.0618195847290632,113.75464661417,-9.13899659308262,14335.3105211207,0.0,30.0
70,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-126.535747503855,3.94798454089355,-0.111916452465911,0.319650214643813,-4.15476035513176,-0.332715868994053,0.009515638426367,110.63786753789,-3.61526867189932,14043.5003683729,0.0,30.0
71,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-75.9484334688929,2.12893248224158,0.13044686199175,0.186370734754927,-2.89263874487995,-0.00458615313564487,0.00711270233840942,109.120603717247,-2.12434632910598,13878.506001032,0.0,30.0
72,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-43.1984923762781,1.55876295479522,0.0710149875166071,0.104736638314983,-1.17686756919378,-0.00661603131281982,0.00289173232576578,108.264864707591,-1.5521469234824,13780.3047213952,0.0,30.0
73,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-15.7759159848173,1.4403376626461,0.0273386106363562,0.0378742403906197,-0.399573622735044,-0.0988168799998725,0.000977187244931552,107.849263021796,-1.34152078264621,13731.323959338,0.0,30.0
74,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,12.2278723344113,1.62675585786481,0.008531839391622,-0.0301320169518989,-0.123788009776177,-0.256167097707681,0.000302146898632831,107.827024846986,-1.37058876015712,13727.9307932799,0.0,30.0
75,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,46.4014633788876,2.2160676720522,-0.000609834916982882,-0.114109905313786,-0.0605964589058381,-0.515824425042952,0.000153782367888357,108.249738504887,-1.70024324700922,13775.5398999388,0.0,30.0
76,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,96.7459678466852,3.71142208089379,-0.0246936761449493,-0.24256004928327,-0.21220736172009,-1.00582083446812,0.00059103243273393,109.311094382612,-2.70560124642553,13891.6760874865,0.0,30.0
