point,file,gx,gxx,gxy,gxz,gy,gyy,gyz,gz,gzz,pot,ratio,size
36,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,100.239322664779,51.9628558539543,-112.236870842884,-12.8234194616522,-100.22505724224,51.9399329756799,12.8219401308882,127.677364145181,-103.902788829494,14269.6037785329,0.0,1.0
37,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,37.4984909676057,-195.983847143216,-57.6391799111472,-6.55772553392868,-284.759333587607,430.654221396637,69.7263435065422,148.33291206993,-234.670374252776,14281.6421695289,0.0,1.0
38,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-81.6218801260534,39.2252499362368,137.437062533349,15.3522960734038,-137.129309211027,92.8474555613529,20.1856056562838,132.0707859294,-132.07270549758,14275.2200029923,0.0,1.0
39,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-6.40027010442305e-05,71.5525655193698,0.00614123605986449,3.56967753993108e-05,-61.6987156233582,6.71078123302537,4.43470304155547,123.69471184928,-78.2633467502454,14269.8599022636,0.0,1.0
40,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-4.87998584684096e-14,13.4727160592786,7.31900863066866e-15,3.54981171745343e-16,-26.1703568328423,40.5944760713066,1.52609396758653,119.967040243041,-54.0671921296379,14264.0037228881,0.0,1.0
41,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,9.09058713684263,-4.89470171584371,-16.0409823900056,-1.14700159947123,-38.0041720647293,64.5947520087104,2.91125052591942,120.832641250213,-59.7000502925457,14264.8047542613,0.0,1.0
42,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-14.1711410688245,-26.0499576389705,4.34380699519388,0.529497657858338,-49.3633281063506,90.1921827876852,4.45362023154881,121.513726655636,-64.1422251480273,14264.7824175333,0.0,1.0
43,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-31.3388185165708,1.95747291752464,18.9197128597483,1.7791278340207,-30.4929522542307,51.1028900330428,2.26207147587215,119.802510757437,-53.0603629503938,14261.5866934072,0.0,1.0
44,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-14.1441515287969,21.3811053864538,6.48535705748285,0.70306142377226,-14.1438041213313,21.3797360722141,0.703052613904325,118.214949117455,-42.7608414580228,14258.5266536533,0.0,1.0
45,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,14.1474357120464,21.3831681591027,-6.48403029128781,-0.703219677597082,-14.1428856440371,21.3781643244374,0.703025270283676,118.21502490442,-42.7613324833924,14258.5268302548,0.0,1.0
