difference,field,height,ratio,shell,size,tesseroid
-1.52888216277508e-15,gxy,100000,3,0.0,0.1,-1.52888216277508e-15
-1.99845264457892e-16,gxy,250000,3,0.0,0.1,-1.99845264457892e-16
-1.21940203845124e-16,gxy,500000,3,0.0,0.1,-1.21940203845124e-16
-1.13394711255843e-12,gxy,1,4,0.0,0.1,-1.13394711255843e-12
-3.32763275132948e-13,gxy,100,4,0.0,0.1,-3.32763275132948e-13
-3.96338593920491e-14,gxy,1000,4,0.0,0.1,-3.96338593920491e-14
-2.29751996011281e-14,gxy,10000,4,0.0,0.1,-2.29751996011281e-14
-1.96614533224892e-16,gxy,100000,4,0.0,0.1,-1.96614533224892e-16
-1.99845264457892e-16,gxy,250000,4,0.0,0.1,-1.99845264457892e-16
-1.21940203845124e-16,gxy,500000,4,0.0,0.1,-1.21940203845124e-16
-1.58283118517845e-13,gxy,1,5,0.0,0.1,-1.58283118517845e-13
-3.56675937432561e-14,gxy,100,5,0.0,0.1,-3.56675937432561e-14
1.26899594301724e-13,gxy,1000,5,0.0,0.1,1.26899594301724e-13
-6.09980962682574e-15,gxy,10000,5,0.0,0.1,-6.09980962682574e-15
1.57974230617536e-15,gxy,100000,5,0.0,0.1,1.57974230617536e-15
-1.99845264457892e-16,gxy,250000,5,0.0,0.1,-1.99845264457892e-16
-1.21940203845124e-16,gxy,500000,5,0.0,0.1,-1.21940203845124e-16
4.54782035680167e-13,gxy,1,6,0.0,0.1,4.54782035680167e-13
1.63062327664647e-13,gxy,100,6,0.0,0.1,1.63062327664647e-13
6.42830157128656e-14,gxy,1000,6,0.0,0.1,6.42830157128656e-14
-3.18569837981294e-14,gxy,10000,6,0.0,0.1,-3.18569837981294e-14
-1.75092676770011e-15,gxy,100000,6,0.0,0.1,-1.75092676770011e-15
1.33221642929655e-16,gxy,250000,6,0.0,0.1,1.33221642929655e-16
-1.21940203845124e-16,gxy,500000,6,0.0,0.1,-1.21940203845124e-16
1.2304739592217e-13,gxy,1,7,0.0,0.1,1.2304739592217e-13
1.70389799627173e-13,gxy,100,7,0.0,0.1,1.70389799627173e-13
-1.27664621961203e-14,gxy,1000,7,0.0,0.1,-1.27664621961203e-14
-4.54549739235052e-15,gxy,10000,7,0.0,0.1,-4.54549739235052e-15
-2.41706058247521e-15,gxy,100000,7,0.0,0.1,-2.41706058247521e-15
-8.88229619953763e-17,gxy,250000,7,0.0,0.1,-8.88229619953763e-17
-1.21940203845124e-16,gxy,500000,7,0.0,0.1,-1.21940203845124e-16
1.5657613126585e-13,gxy,1,8,0.0,0.1,1.5657613126585e-13
-1.02280975220766e-13,gxy,100,8,0.0,0.1,-1.02280975220766e-13
1.17795765499798e-13,gxy,1000,8,0.0,0.1,1.17795765499798e-13
-1.25391031696517e-14,gxy,10000,8,0.0,0.1,-1.25391031696517e-14
-3.30523900217533e-15,gxy,100000,8,0.0,0.1,-3.30523900217533e-15
-3.10867566920408e-16,gxy,250000,8,0.0,0.1,-3.10867566920408e-16
-1.21940203845124e-16,gxy,500000,8,0.0,0.1,-1.21940203845124e-16
-2.7257773942246e-14,gxy,1,0,0.0,1.0,-2.7257773942246e-14
-9.14457471735036e-14,gxy,100,0,0.0,1.0,-9.14457471735036e-14
7.98409553753831e-14,gxy,1000,0,0.0,1.0,7.98409553753831e-14
5.07479007136739e-14,gxy,10000,0,0.0,1.0,5.07479007136739e-14
1.01804978273384e-15,gxy,100000,0,0.0,1.0,1.01804978273384e-15
-8.94436318966775e-17,gxy,250000,0,0.0,1.0,-8.94436318966775e-17
1.01837608894188e-15,gxy,500000,0,0.0,1.0,1.01837608894188e-15
4.27489576944218e-13,gxy,1,1,0.0,1.0,4.27489576944218e-13
4.76988441434577e-13,gxy,100,1,0.0,1.0,4.76988441434577e-13
-3.3845882346233e-14,gxy,1000,1,0.0,1.0,-3.3845882346233e-14
-6.09551814713415e-15,gxy,10000,1,0.0,1.0,-6.09551814713415e-15
1.01804978273384e-15,gxy,100000,1,0.0,1.0,1.01804978273384e-15
-8.94436318966775e-17,gxy,250000,1,0.0,1.0,-8.94436318966775e-17
1.01837608894188e-15,gxy,500000,1,0.0,1.0,1.01837608894188e-15
-1.08970188554657e-13,gxy,1,2,0.0,1.0,-1.08970188554657e-13
9.32953641241224e-14,gxy,100,2,0.0,1.0,9.32953641241224e-14
7.27355280177821e-14,gxy,1000,2,0.0,1.0,7.27355280177821e-14
-3.09645138987377e-14,gxy,10000,2,0.0,1.0,-3.09645138987377e-14
-7.58307056666413e-16,gxy,100000,2,0.0,1.0,-7.58307056666413e-16
-8.94436318966775e-17,gxy,250000,2,0.0,1.0,-8.94436318966775e-17
1.01837608894188e-15,gxy,500000,2,0.0,1.0,1.01837608894188e-15
-3.57660146070693e-13,gxy,1,3,0.0,1.0,-3.57660146070693e-13
2.40174473875127e-14,gxy,100,3,0.0,1.0,2.40174473875127e-14
2.38857149342752e-14,gxy,1000,3,0.0,1.0,2.38857149342752e-14
-1.40891239244353e-14,gxy,10000,3,0.0,1.0,-1.40891239244353e-14
2.79440662213409e-15,gxy,100000,3,0.0,1.0,2.79440662213409e-15
-8.94436318966775e-17,gxy,250000,3,0.0,1.0,-8.94436318966775e-17
1.01837608894188e-15,gxy,500000,3,0.0,1.0,1.01837608894188e-15
6.29994256635847e-13,gxy,1,4,0.0,1.0,6.29994256635847e-13
2.36292089695843e-13,gxy,100,4,0.0,1.0,2.36292089695843e-13
7.71764201162827e-14,gxy,1000,4,0.0,1.0,7.71764201162827e-14
-1.58654807638355e-14,gxy,10000,4,0.0,1.0,-1.58654807638355e-14
1.90622820243396e-15,gxy,100000,4,0.0,1.0,1.90622820243396e-15
7.98734787803448e-16,gxy,250000,4,0.0,1.0,7.98734787803448e-16
1.01837608894188e-15,gxy,500000,4,0.0,1.0,1.01837608894188e-15
-5.11315012678814e-13,gxy,1,5,0.0,1.0,-5.11315012678814e-13
-6.18061888229158e-15,gxy,100,5,0.0,1.0,-6.18061888229158e-15
-3.51781499757832e-14,gxy,1000,5,0.0,1.0,-3.51781499757832e-14
-2.20827297017364e-14,gxy,10000,5,0.0,1.0,-2.20827297017364e-14
2.79440662213409e-15,gxy,100000,5,0.0,1.0,2.79440662213409e-15
-9.77622051596803e-16,gxy,250000,5,0.0,1.0,-9.77622051596803e-16
1.01837608894188e-15,gxy,500000,5,0.0,1.0,1.01837608894188e-15
-4.16724010980751e-13,gxy,1,6,0.0,1.0,-4.16724010980751e-13
1.55797524003615e-14,gxy,100,6,0.0,1.0,1.55797524003615e-14
1.50007050531693e-13,gxy,1000,6,0.0,1.0,1.50007050531693e-13
5.89489051881754e-15,gxy,10000,6,0.0,1.0,5.89489051881754e-15
-2.0905746862166e-15,gxy,100000,6,0.0,1.0,-2.0905746862166e-15
-5.3353284174674e-16,gxy,250000,6,0.0,1.0,-5.3353284174674e-16
7.96331484016846e-16,gxy,500000,6,0.0,1.0,7.96331484016846e-16
-4.34709623979678e-13,gxy,1,7,0.0,1.0,-4.34709623979678e-13
-1.43848273935811e-13,gxy,100,7,0.0,1.0,-1.43848273935811e-13
2.0285366650385e-13,gxy,1000,7,0.0,1.0,2.0285366650385e-13
1.21121394567184e-14,gxy,10000,7,0.0,1.0,1.21121394567184e-14
-1.86853008129157e-15,gxy,100000,7,0.0,1.0,-1.86853008129157e-15
-8.94436318966775e-17,gxy,250000,7,0.0,1.0,-8.94436318966775e-17
5.74286879091815e-16,gxy,500000,7,0.0,1.0,5.74286879091815e-16
7.37725212986433e-14,gxy,1,8,0.0,1.0,7.37725212986433e-14
-2.83850793747947e-14,gxy,100,8,0.0,1.0,-2.83850793747947e-14
-3.49561053708581e-14,gxy,1000,8,0.0,1.0,-3.49561053708581e-14
-4.14006103302141e-14,gxy,10000,8,0.0,1.0,-4.14006103302141e-14
-6.08737757486716e-15,gxy,100000,8,0.0,1.0,-6.08737757486716e-15
3.54645577953385e-16,gxy,250000,8,0.0,1.0,3.54645577953385e-16
3.52242274166784e-16,gxy,500000,8,0.0,1.0,3.52242274166784e-16
3.30766162614897e-14,gxy,1,0,0.0,5.0,3.30766162614897e-14
-3.47701366667803e-14,gxy,100,0,0.0,5.0,-3.47701366667803e-14
-1.4492703234335e-14,gxy,1000,0,0.0,5.0,-1.4492703234335e-14
1.79805833172867e-14,gxy,10000,0,0.0,5.0,1.79805833172867e-14
-3.21059537733859e-15,gxy,100000,0,0.0,5.0,-3.21059537733859e-15
-1.31633155168055e-15,gxy,250000,0,0.0,5.0,-1.31633155168055e-15
-2.89293938739339e-16,gxy,500000,0,0.0,5.0,-2.89293938739339e-16
-8.06102214601263e-14,gxy,1,1,0.0,5.0,-8.06102214601263e-14
-6.31918460971843e-14,gxy,100,1,0.0,5.0,-6.31918460971843e-14
2.41302681639301e-13,gxy,1000,1,0.0,5.0,2.41302681639301e-13
-1.04411261131173e-14,gxy,10000,1,0.0,5.0,-1.04411261131173e-14
-3.21059537733859e-15,gxy,100000,1,0.0,5.0,-3.21059537733859e-15
4.60025287719705e-16,gxy,250000,1,0.0,5.0,4.60025287719705e-16
-2.89293938739339e-16,gxy,500000,1,0.0,5.0,-2.89293938739339e-16
3.13740996886729e-13,gxy,1,2,0.0,5.0,3.13740996886729e-13
-4.36519208637815e-14,gxy,100,2,0.0,5.0,-4.36519208637815e-14
-1.80454169131355e-14,gxy,1000,2,0.0,5.0,-1.80454169131355e-14
-3.17574081859203e-14,gxy,10000,2,0.0,5.0,-3.17574081859203e-14
3.00665356056228e-15,gxy,100000,2,0.0,5.0,3.00665356056228e-15
-2.20450997138067e-15,gxy,250000,2,0.0,5.0,-2.20450997138067e-15
1.54795271110723e-16,gxy,500000,2,0.0,5.0,1.54795271110723e-16
1.49872078452056e-13,gxy,1,3,0.0,5.0,1.49872078452056e-13
-3.75830649831628e-13,gxy,100,3,0.0,5.0,-3.75830649831628e-13
-1.82802513767509e-13,gxy,1000,3,0.0,5.0,-1.82802513767509e-13
-3.93069247533713e-14,gxy,10000,3,0.0,5.0,-3.93069247533713e-14
-6.31921984628903e-15,gxy,100000,3,0.0,5.0,-6.31921984628903e-15
-1.31633155168055e-15,gxy,250000,3,0.0,5.0,-1.31633155168055e-15
3.76839876035755e-16,gxy,500000,3,0.0,5.0,3.76839876035755e-16
-5.15817647113188e-13,gxy,1,4,0.0,5.0,-5.15817647113188e-13
-1.38687011771695e-13,gxy,100,4,0.0,5.0,-1.38687011771695e-13
-1.46165153954879e-13,gxy,1000,4,0.0,5.0,-1.46165153954879e-13
2.6640322909363e-14,gxy,10000,4,0.0,5.0,2.6640322909363e-14
5.33812191227511e-15,gxy,100000,4,0.0,5.0,5.33812191227511e-15
9.04114497569768e-16,gxy,250000,4,0.0,5.0,9.04114497569768e-16
3.76839876035755e-16,gxy,500000,4,0.0,5.0,3.76839876035755e-16
6.29377402787661e-13,gxy,1,5,0.0,5.0,6.29377402787661e-13
-1.50011286622872e-13,gxy,100,5,0.0,5.0,-1.50011286622872e-13
-1.0075703224771e-13,gxy,1000,5,0.0,5.0,-1.0075703224771e-13
-5.88921171215413e-15,gxy,10000,5,0.0,5.0,-5.88921171215413e-15
-1.87832774778841e-15,gxy,100000,5,0.0,5.0,-1.87832774778841e-15
1.73678176603864e-15,gxy,250000,5,0.0,5.0,1.73678176603864e-15
-1.06645005597695e-15,gxy,500000,5,0.0,5.0,-1.06645005597695e-15
-4.86951848472934e-13,gxy,1,6,0.0,5.0,-4.86951848472934e-13
-2.75466488405514e-13,gxy,100,6,0.0,5.0,-2.75466488405514e-13
6.91626016711706e-14,gxy,1000,6,0.0,5.0,6.91626016711706e-14
-2.4596469677088e-14,gxy,10000,6,0.0,5.0,-2.4596469677088e-14
-9.15028855908318e-15,gxy,100000,6,0.0,5.0,-9.15028855908318e-15
-2.31553227384319e-15,gxy,250000,6,0.0,5.0,-2.31553227384319e-15
7.09906783423302e-16,gxy,500000,6,0.0,5.0,7.09906783423302e-16
3.74470196333725e-13,gxy,1,7,0.0,5.0,3.74470196333725e-13
-1.95585941783734e-13,gxy,100,7,0.0,5.0,-1.95585941783734e-13
6.94401574273269e-14,gxy,1000,7,0.0,5.0,6.94401574273269e-14
-4.14718596513904e-14,gxy,10000,7,0.0,5.0,-4.14718596513904e-14
1.89938651151645e-14,gxy,100000,7,0.0,5.0,1.89938651151645e-14
-5.86824595264369e-15,gxy,250000,7,0.0,5.0,-5.86824595264369e-15
-6.77871997358144e-16,gxy,500000,7,0.0,5.0,-6.77871997358144e-16
-2.2244121285599e-13,gxy,1,8,0.0,5.0,-2.2244121285599e-13
-1.81042020161145e-13,gxy,100,8,0.0,5.0,-1.81042020161145e-13
-1.9390474401376e-13,gxy,1000,8,0.0,5.0,-1.9390474401376e-13
-7.06984807746476e-14,gxy,10000,8,0.0,5.0,-7.06984807746476e-14
-6.87433135860161e-15,gxy,100000,8,0.0,5.0,-6.87433135860161e-15
-1.22841800208502e-16,gxy,250000,8,0.0,5.0,-1.22841800208502e-16
-2.33782787508081e-16,gxy,500000,8,0.0,5.0,-2.33782787508081e-16
2.24649400644428e-15,gxy,1,0,0.0,10.0,2.24649400644428e-15
-9.46015184591364e-15,gxy,100,0,0.0,10.0,-9.46015184591364e-15
8.71468153716692e-15,gxy,1000,0,0.0,10.0,8.71468153716692e-15
4.25820403243682e-16,gxy,10000,0,0.0,10.0,4.25820403243682e-16
1.18359369614268e-14,gxy,100000,0,0.0,10.0,1.18359369614268e-14
-1.08146456199998e-15,gxy,250000,0,0.0,10.0,-1.08146456199998e-15
-1.36560684635412e-15,gxy,500000,0,0.0,10.0,-1.36560684635412e-15
1.1593333172806e-13,gxy,1,1,0.0,10.0,1.1593333172806e-13
-1.37357844282732e-13,gxy,100,1,0.0,10.0,-1.37357844282732e-13
2.21877502265197e-13,gxy,1000,1,0.0,10.0,2.21877502265197e-13
-4.22067437423623e-14,gxy,10000,1,0.0,10.0,-4.22067437423623e-14
1.18359369614268e-14,gxy,100000,1,0.0,10.0,1.18359369614268e-14
6.02396279560102e-15,gxy,250000,1,0.0,10.0,6.02396279560102e-15
4.10749993046133e-16,gxy,500000,1,0.0,10.0,4.10749993046133e-16
5.08730237840441e-13,gxy,1,2,0.0,10.0,5.08730237840441e-13
-5.77894340453994e-13,gxy,100,2,0.0,10.0,-5.77894340453994e-13
4.75724873990474e-14,gxy,1000,2,0.0,10.0,4.75724873990474e-14
9.81254465702575e-14,gxy,10000,2,0.0,10.0,9.81254465702575e-14
-4.5953638030255e-15,gxy,100000,2,0.0,10.0,-4.5953638030255e-15
-8.59419957074947e-16,gxy,250000,2,0.0,10.0,-8.59419957074947e-16
8.54839202896196e-16,gxy,500000,2,0.0,10.0,8.54839202896196e-16
5.05288546464103e-13,gxy,1,3,0.0,10.0,5.05288546464103e-13
-1.24701301802005e-13,gxy,100,3,0.0,10.0,-1.24701301802005e-13
-4.7462603508866e-14,gxy,1000,3,0.0,10.0,-4.7462603508866e-14
-7.24048100121666e-14,gxy,10000,3,0.0,10.0,-7.24048100121666e-14
-3.70718538332537e-15,gxy,100000,3,0.0,10.0,-3.70718538332537e-15
-6.37375352149916e-16,gxy,250000,3,0.0,10.0,-6.37375352149916e-16
2.99727690583618e-16,gxy,500000,3,0.0,10.0,2.99727690583618e-16
-5.44205278714058e-13,gxy,1,4,0.0,10.0,-5.44205278714058e-13
1.69674333177355e-13,gxy,100,4,0.0,10.0,1.69674333177355e-13
-4.53531797620782e-14,gxy,1000,4,0.0,10.0,-4.53531797620782e-14
-5.83049775994271e-14,gxy,10000,4,0.0,10.0,-5.83049775994271e-14
1.32792268934395e-14,gxy,100000,4,0.0,10.0,1.32792268934395e-14
-6.37375352149916e-16,gxy,250000,4,0.0,10.0,-6.37375352149916e-16
1.49321744205566e-15,gxy,500000,4,0.0,10.0,1.49321744205566e-15
2.64564439149753e-13,gxy,1,5,0.0,10.0,2.64564439149753e-13
-1.4632289520658e-13,gxy,100,5,0.0,10.0,-1.4632289520658e-13
-1.51434989765012e-13,gxy,1000,5,0.0,10.0,-1.51434989765012e-13
-1.23086491086305e-13,gxy,10000,5,0.0,10.0,-1.23086491086305e-13
3.62028657920066e-15,gxy,100000,5,0.0,10.0,3.62028657920066e-15
-3.74599982110035e-15,gxy,250000,5,0.0,10.0,-3.74599982110035e-15
1.88705388121102e-16,gxy,500000,5,0.0,10.0,1.88705388121102e-16
-6.21754356984125e-13,gxy,1,6,0.0,10.0,-6.21754356984125e-13
-2.50850392975038e-13,gxy,100,6,0.0,10.0,-2.50850392975038e-13
-2.24825854548e-14,gxy,1000,6,0.0,10.0,-2.24825854548e-14
-3.42408935406768e-14,gxy,10000,6,0.0,10.0,-3.42408935406768e-14
-1.20061024923984e-14,gxy,100000,6,0.0,10.0,-1.20061024923984e-14
1.25000378971285e-15,gxy,250000,6,0.0,10.0,1.25000378971285e-15
3.82994417430504e-16,gxy,500000,6,0.0,10.0,3.82994417430504e-16
-6.00271541457628e-13,gxy,1,7,0.0,10.0,-6.00271541457628e-13
1.13497048131322e-13,gxy,100,7,0.0,10.0,1.13497048131322e-13
9.96280694661594e-14,gxy,1000,7,0.0,10.0,9.96280694661594e-14
-1.66993697515994e-14,gxy,10000,7,0.0,10.0,-1.66993697515994e-14
8.14444540454817e-15,gxy,100000,7,0.0,10.0,8.14444540454817e-15
-3.6904886698691e-15,gxy,250000,7,0.0,10.0,-3.6904886698691e-15
3.6911662962269e-16,gxy,500000,7,0.0,10.0,3.6911662962269e-16
-2.36915494817788e-13,gxy,1,8,0.0,10.0,-2.36915494817788e-13
-1.14188877537585e-13,gxy,100,8,0.0,10.0,-1.14188877537585e-13
-1.94301741579875e-13,gxy,1000,8,0.0,10.0,-1.94301741579875e-13
1.41895989316104e-13,gxy,10000,8,0.0,10.0,1.41895989316104e-13
-1.27025939680031e-14,gxy,100000,8,0.0,10.0,-1.27025939680031e-14
8.02445132910834e-16,gxy,250000,8,0.0,10.0,8.02445132910834e-16
-6.50900774251673e-16,gxy,500000,8,0.0,10.0,-6.50900774251673e-16
-9.13331910101789e-16,gxy,1,0,0.0,20.0,-9.13331910101789e-16
1.64928834478495e-15,gxy,100,0,0.0,20.0,1.64928834478495e-15
6.70470623465036e-16,gxy,1000,0,0.0,20.0,6.70470623465036e-16
-6.11923706150819e-16,gxy,10000,0,0.0,20.0,-6.11923706150819e-16
1.20996962449382e-16,gxy,100000,0,0.0,20.0,1.20996962449382e-16
-4.03323208164608e-17,gxy,250000,0,0.0,20.0,-4.03323208164608e-17
-8.8037216405823e-17,gxy,500000,0,0.0,20.0,-8.8037216405823e-17
2.28680789582381e-13,gxy,1,1,0.0,20.0,2.28680789582381e-13
-1.13369817006381e-13,gxy,100,1,0.0,20.0,-1.13369817006381e-13
-2.17707796235089e-16,gxy,1000,1,0.0,20.0,-2.17707796235089e-16
-2.85895439267048e-14,gxy,10000,1,0.0,20.0,-2.85895439267048e-14
1.20996962449382e-16,gxy,100000,1,0.0,20.0,1.20996962449382e-16
1.73602451858379e-15,gxy,250000,1,0.0,20.0,1.73602451858379e-15
-9.76215636105948e-16,gxy,500000,1,0.0,20.0,-9.76215636105948e-16
-2.28287007353334e-13,gxy,1,2,0.0,20.0,-2.28287007353334e-13
-5.71157704465364e-16,gxy,100,2,0.0,20.0,-5.71157704465364e-16
1.13913219135231e-13,gxy,1000,2,0.0,20.0,1.13913219135231e-13
5.75637627842074e-14,gxy,10000,2,0.0,20.0,5.75637627842074e-14
-3.2309224740068e-16,gxy,100000,2,0.0,20.0,-3.2309224740068e-16
-3.1489567897669e-15,gxy,250000,2,0.0,20.0,-3.1489567897669e-15
-3.10081821330854e-16,gxy,500000,2,0.0,20.0,-3.10081821330854e-16
-2.26732695118859e-13,gxy,1,3,0.0,20.0,-2.26732695118859e-13
-2.28166877752622e-13,gxy,100,3,0.0,20.0,-2.28166877752622e-13
7.25981774696294e-16,gxy,1000,3,0.0,20.0,7.25981774696294e-16
-5.65949197228743e-14,gxy,10000,3,0.0,20.0,-5.65949197228743e-14
-1.39788354502901e-14,gxy,100000,3,0.0,20.0,-1.39788354502901e-14
-1.15055534544162e-15,gxy,250000,3,0.0,20.0,-1.15055534544162e-15
8.27896778909931e-16,gxy,500000,3,0.0,20.0,8.27896778909931e-16
5.38197958421804e-16,gxy,1,4,0.0,20.0,5.38197958421804e-16
-1.06902334207071e-15,gxy,100,4,0.0,20.0,-1.06902334207071e-15
-1.1356020290787e-13,gxy,1000,4,0.0,20.0,-1.1356020290787e-13
5.73781473722779e-14,gxy,10000,4,0.0,20.0,5.73781473722779e-14
-7.24810836350009e-15,gxy,100000,4,0.0,20.0,-7.24810836350009e-15
-8.03610650246256e-16,gxy,250000,4,0.0,20.0,-8.03610650246256e-16
1.82709750107257e-15,gxy,500000,4,0.0,20.0,1.82709750107257e-15
2.27412273040573e-13,gxy,1,5,0.0,20.0,2.27412273040573e-13
2.28192031243024e-13,gxy,100,5,0.0,20.0,2.28192031243024e-13
1.13757961384131e-13,gxy,1000,5,0.0,20.0,1.13757961384131e-13
-2.42427605767759e-16,gxy,10000,5,0.0,20.0,-2.42427605767759e-16
5.63351448823468e-16,gxy,100000,5,0.0,20.0,5.63351448823468e-16
1.37476835471162e-15,gxy,250000,5,0.0,20.0,1.37476835471162e-15
-5.56846235788555e-16,gxy,500000,5,0.0,20.0,-5.56846235788555e-16
-4.54070375049964e-13,gxy,1,6,0.0,20.0,-4.54070375049964e-13
-2.26832875399596e-13,gxy,100,6,0.0,20.0,-2.26832875399596e-13
5.15212872365112e-16,gxy,1000,6,0.0,20.0,5.15212872365112e-16
2.57172755313562e-16,gxy,10000,6,0.0,20.0,2.57172755313562e-16
-6.9861651186276e-15,gxy,100000,6,0.0,20.0,-6.9861651186276e-15
1.48579065717414e-15,gxy,250000,6,0.0,20.0,1.48579065717414e-15
-1.40512601554121e-16,gxy,500000,6,0.0,20.0,-1.40512601554121e-16
2.88397777881144e-16,gxy,1,7,0.0,20.0,2.88397777881144e-16
2.28608364877259e-13,gxy,100,7,0.0,20.0,2.28608364877259e-13
1.13896739262209e-13,gxy,1000,7,0.0,20.0,1.13896739262209e-13
-4.6447221069279e-16,gxy,10000,7,0.0,20.0,-4.6447221069279e-16
1.46354282859473e-14,gxy,100000,7,0.0,20.0,1.46354282859473e-14
4.03323208164608e-16,gxy,250000,7,0.0,20.0,4.03323208164608e-16
-1.72258041164497e-15,gxy,500000,7,0.0,20.0,-1.72258041164497e-15
6.81285323295144e-13,gxy,1,8,0.0,20.0,6.81285323295144e-13
-1.12462556628445e-13,gxy,100,8,0.0,20.0,-1.12462556628445e-13
2.55871712706579e-16,gxy,1000,8,0.0,20.0,2.55871712706579e-16
-7.9060022417643e-16,gxy,10000,8,0.0,20.0,-7.9060022417643e-16
-5.84645179491083e-15,gxy,100000,8,0.0,20.0,-5.84645179491083e-15
1.61849700308636e-15,gxy,250000,8,0.0,20.0,1.61849700308636e-15
1.20910226275583e-15,gxy,500000,8,0.0,20.0,1.20910226275583e-15
-1.29539208518121e-14,gxz,1,0,0.0,0.1,-1.29539208518121e-14
-1.80664889988554e-14,gxz,100,0,0.0,0.1,-1.80664889988554e-14
1.12461739541091e-14,gxz,1000,0,0.0,0.1,1.12461739541091e-14
-2.80900136298893e-14,gxz,10000,0,0.0,0.1,-2.80900136298893e-14
2.82635162105248e-16,gxz,100000,0,0.0,0.1,2.82635162105248e-16
1.11792165621114e-15,gxz,250000,0,0.0,0.1,1.11792165621114e-15
5.57902472225301e-16,gxz,500000,0,0.0,0.1,5.57902472225301e-16
-4.42832275986673e-13,gxz,1,1,0.0,0.1,-4.42832275986673e-13
-1.80664889988554e-14,gxz,100,1,0.0,0.1,-1.80664889988554e-14
-2.72970920349931e-13,gxz,1000,1,0.0,0.1,-2.72970920349931e-13
3.3169580051473e-16,gxz,10000,1,0.0,0.1,3.3169580051473e-16
2.82635162105248e-16,gxz,100000,1,0.0,0.1,2.82635162105248e-16
1.11792165621114e-15,gxz,250000,1,0.0,0.1,1.11792165621114e-15
5.57902472225301e-16,gxz,500000,1,0.0,0.1,5.57902472225301e-16
-3.5046172033786e-13,gxz,1,2,0.0,0.1,-3.5046172033786e-13
-5.16334582450626e-13,gxz,100,2,0.0,0.1,-5.16334582450626e-13
-1.81488543120818e-13,gxz,1000,2,0.0,0.1,-1.81488543120818e-13
-8.04925403921967e-14,gxz,10000,2,0.0,0.1,-8.04925403921967e-14
2.82635162105248e-16,gxz,100000,2,0.0,0.1,2.82635162105248e-16
1.11792165621114e-15,gxz,250000,2,0.0,0.1,1.11792165621114e-15
5.57902472225301e-16,gxz,500000,2,0.0,0.1,5.57902472225301e-16
9.65140693762283e-14,gxz,1,3,0.0,0.1,9.65140693762283e-14
-1.28422657646596e-13,gxz,100,3,0.0,0.1,-1.28422657646596e-13
-5.38128952889251e-14,gxz,1000,3,0.0,0.1,-5.38128952889251e-14
-5.31810539864178e-14,gxz,10000,3,0.0,0.1,-5.31810539864178e-14
-1.04963246744494e-15,gxz,100000,3,0.0,0.1,-1.04963246744494e-15
1.11792165621114e-15,gxz,250000,3,0.0,0.1,1.11792165621114e-15
5.57902472225301e-16,gxz,500000,3,0.0,0.1,5.57902472225301e-16
-4.02420157890317e-13,gxz,1,4,0.0,0.1,-4.02420157890317e-13
-8.50129373837524e-14,gxz,100,4,0.0,0.1,-8.50129373837524e-14
-3.1830479401347e-14,gxz,1000,4,0.0,0.1,-3.1830479401347e-14
-5.86211468070811e-14,gxz,10000,4,0.0,0.1,-5.86211468070811e-14
4.27943805075581e-15,gxz,100000,4,0.0,0.1,4.27943805075581e-15
1.11792165621114e-15,gxz,250000,4,0.0,0.1,1.11792165621114e-15
5.57902472225301e-16,gxz,500000,4,0.0,0.1,5.57902472225301e-16
-6.86137651833276e-13,gxz,1,5,0.0,0.1,-6.86137651833276e-13
1.37586779053592e-13,gxz,100,5,0.0,0.1,1.37586779053592e-13
5.91522974666846e-14,gxz,1000,5,0.0,0.1,5.91522974666846e-14
-5.14602082982488e-14,gxz,10000,5,0.0,0.1,-5.14602082982488e-14
-1.27167707236997e-15,gxz,100000,5,0.0,0.1,-1.27167707236997e-15
1.11792165621114e-15,gxz,250000,5,0.0,0.1,1.11792165621114e-15
5.57902472225301e-16,gxz,500000,5,0.0,0.1,5.57902472225301e-16
3.32658506713999e-13,gxz,1,6,0.0,0.1,3.32658506713999e-13
1.56349548169757e-13,gxz,100,6,0.0,0.1,1.56349548169757e-13
-7.68222674742815e-14,gxz,1000,6,0.0,0.1,-7.68222674742815e-14
3.18065185486379e-14,gxz,10000,6,0.0,0.1,3.18065185486379e-14
1.22730438280569e-14,gxz,100000,6,0.0,0.1,1.22730438280569e-14
2.29743236511018e-16,gxz,250000,6,0.0,0.1,2.29743236511018e-16
5.57902472225301e-16,gxz,500000,6,0.0,0.1,5.57902472225301e-16
7.49991341670595e-13,gxz,1,7,0.0,0.1,7.49991341670595e-13
2.51578928106979e-13,gxz,100,7,0.0,0.1,2.51578928106979e-13
2.14194942855588e-13,gxz,1000,7,0.0,0.1,2.14194942855588e-13
4.47128612099054e-14,gxz,10000,7,0.0,0.1,4.47128612099054e-14
1.87123373708828e-14,gxz,100000,7,0.0,0.1,1.87123373708828e-14
2.33916698329882e-15,gxz,250000,7,0.0,0.1,2.33916698329882e-15
5.57902472225301e-16,gxz,500000,7,0.0,0.1,5.57902472225301e-16
6.89234386647984e-13,gxz,1,8,0.0,0.1,6.89234386647984e-13
2.67371850632272e-13,gxz,100,8,0.0,0.1,2.67371850632272e-13
1.46027249143603e-13,gxz,1000,8,0.0,0.1,1.46027249143603e-13
7.13582138009091e-14,gxz,10000,8,0.0,0.1,7.13582138009091e-14
1.593677980932e-14,gxz,100000,8,0.0,0.1,1.593677980932e-14
