point,file,gx,gxx,gxy,gxz,gy,gyy,gyz,gz,gzz,pot,ratio,size
0,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-5.08043841243504,2.7404848105453,-2.12052597703405e-14,0.0124230210247725,1.13686837721616e-13,-0.206606660084432,-4.85722573273506e-16,110.58461569829,-2.53387815046079,14057.4116402705,0.0,30.0
1,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,127.593907619964,4.11808552862681,-2.8421709430404e-14,-0.333205454123128,-4.83169060316868e-13,1.30905913926883,1.2490009027033e-15,112.657548690714,-5.42714466789565,14266.4369573934,0.0,30.0
2,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-47.8382617774475,-17.1113833942829,-1.62092561595273e-14,0.134160949475547,-2.04636307898909e-12,35.482761031628,5.6621374255883e-15,118.195826118829,-18.3713776373414,14725.0477777504,0.0,30.0
3,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-141.927347821981,3.42750681021736,1.73194791841524e-14,0.360382432359387,-3.97903932025656e-13,0.959312985028652,9.99200722162641e-16,111.342091857297,-4.38681979524545,14118.5579242341,0.0,30.0
4,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-47.0490596363418,1.62306925056681,2.77555756156289e-15,0.114202474611784,-8.17124146124115e-14,-0.0229252939245635,2.22044604925031e-16,108.345010563699,-1.60014395664224,13789.609037849,0.0,30.0
5,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,15.5483941234174,1.6726596093844,4.85722573273506e-16,-0.0382243553433667,-3.73034936274053e-14,-0.282824286851217,6.93889390390723e-17,107.850680592845,-1.38983532253316,13730.5797888114,0.0,30.0
6,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,121.114702147446,4.70882319935782,-2.88657986402541e-15,-0.307882987870099,-5.6843418860808e-14,-1.30384400259493,2.35922392732846e-16,109.890608623958,-3.40497919676271,13952.2075534019,0.0,30.0
7,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,762.267761198373,-60.7298759916462,-9.52127265918534e-13,-5.6690027988627,-4.77484718430787e-12,229.281394494754,3.99680288865056e-14,145.181527564159,-168.551518502679,15289.4259686017,0.0,30.0
8,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-111.535190166652,5.18805580402038,6.66133814775094e-15,0.314136224389591,-8.5265128291212e-14,2.74413501060848,2.63677968348475e-16,114.510720041675,-7.93219081462776,14454.8618977334,0.0,30.0
9,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,1.63424829224823e-13,2.00046642596705,2.77555756156289e-17,-4.16333634234434e-16,-1.50990331349021e-14,2.00046642596705,6.93889390390723e-18,112.547292768937,-4.00093285193396,14279.6793431513,0.0,30.0
10,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-6.66322211421216,2.9919751993185,-0.127017611198461,0.0165304443865656,-2.485835003994,-0.438352810487433,0.00568606534664545,110.575077180791,-2.55362238883101,14055.8169084565,0.0,30.0
11,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,155.914283328123,7.42877596956674,2.84122636089558,-0.418996294620282,18.0131418366197,-1.13084879377988,-0.0551810842447265,112.949160835705,-6.29792717578742,14286.9617487871,0.0,30.0
12,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-259.815901051486,-64.851259061731,-52.4680567831172,1.19862128604955,919.298264392799,143.553447921292,-4.51470985373596,131.251488515699,-78.7021888595567,15234.8980760284,0.0,30.0
13,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-149.693101514751,4.68778524856092,-0.8782675559906,0.38367782863803,1.51744741917501,-0.124370202519855,-0.00657997705813909,111.388396632715,-4.56341504604084,14121.0832475363,0.0,30.0
14,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-46.7140984552766,1.60813534199256,0.0578132740191063,0.113380973402482,-1.01455977761689,-0.0117044915142665,0.00249049504572552,108.34012575346,-1.59643085047824,13789.057030193,0.0,30.0
15,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,15.5766917457165,1.67010814018534,0.00578355932104567,-0.038293016063873,-0.086548280276924,-0.280506581611171,0.000211379911423074,107.850343030732,-1.38960155857415,13730.5412055859,0.0,30.0
16,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,120.986266998544,4.69255324954044,-0.0415599549578829,-0.307499391027851,-0.330012005334691,-1.29131427350685,0.000944823124930008,109.889182431716,-3.40123897603349,13952.0972435238,0.0,30.0
17,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,1640.20206761513,175.1132754105,540.659178129135,-27.203011377184,1129.05642859867,235.252597842126,-24.5301145000177,183.443786963099,-410.365873253596,15525.4480647506,0.0,30.0
18,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-111.47737130844,5.17037114711788,0.047273025141731,0.313934588827714,-0.154897335074729,2.76058134439522,0.000529596550507896,114.510397590862,-7.9309524915119,14454.8444783515,0.0,30.0
19,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,1.06581410364015e-13,2.00046642596705,1.16573417585641e-15,-2.63677968348475e-16,3.73034936274053e-14,2.00046642596705,-8.32667268468867e-17,112.547292768937,-4.00093285193396,14279.6793431513,0.0,30.0
20,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-7.01392161908401,3.10030843810013,0.10536286986868,0.0176510223316934,-9.93991894164133,-0.579351482071394,0.0242040098179255,110.483263209822,-2.52095695602864,14044.7306934385,0.0,30.0
21,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,180.414166160019,11.045014211952,-1.04614623469793,-0.496877465494595,-20.7084563984536,-4.01378075472406,0.0536139512671592,113.096724034829,-7.03123345722796,14291.7438299322,0.0,30.0
22,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-12026.8449015023,5217.77416989831,3424.86243349704,379.862309452876,-4854.62757366574,-1926.87742736373,152.663451299621,643.447686399573,-3290.89674251755,18795.7514946183,0.0,30.0
23,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-152.208698164742,5.70670734182745,0.786367946527199,0.393285651847946,-14.6610747116265,-1.0891849772819,0.0374435510968221,111.342039456446,-4.61752236454595,14114.1339176709,0.0,30.0
24,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-45.730114336919,1.55201928953405,0.108757616306055,0.110948074154981,-1.70661993471217,0.0335326015448629,0.00420783097620728,108.32676543869,-1.58555189107887,13787.5610977381,0.0,30.0
25,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,15.6489456366264,1.66354928365981,0.00897306989768162,-0.0384683850834274,-0.133315329334749,-0.274543644586689,0.000325652431329343,107.849484803679,-1.38900563907312,13730.4431410232,0.0,30.0
26,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,120.648915471765,4.64841041379178,-0.0669157230357625,-0.306485413460775,-0.519057538190289,-1.25699883453851,0.00149295249529444,109.885476670778,-3.39141157925319,13951.8127054232,0.0,30.0
27,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,4230.91430897521,2166.80538583034,-369.479428582607,-145.704117455006,-522.928983704428,-1039.33343598721,16.387918478336,294.766638365957,-1127.47194983118,15907.6107314045,0.0,30.0
28,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-111.330410346554,5.12523926017317,0.0728392186579643,0.313421520456265,-0.237971322768679,2.80256595716499,0.000814285845484986,114.509578689495,-7.92780521733708,14454.8002859565,0.0,30.0
29,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,1.74082970261225e-13,2.00046642596705,-8.88178419700125e-16,-4.64905891561784e-16,-1.06581410364015e-14,2.00046642596705,9.0205620750794e-17,112.547292768937,-4.00093285193396,14279.6793431513,0.0,30.0
30,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,-1.98100302154358,2.44369396571041,0.3143077757782,0.00516623118000348,-13.9136798962504,-0.0854491669872869,0.0342962688720849,110.27359358057,-2.35824479872303,14021.1008638021,0.0,30.0
31,tesseroid_vs_spherical_shell_files/effect-model-size30.0.tess-ratio0.0-height2000-pole.txt,130.248853455042,5.74505635241357,-3.95153309789201,-0.347861934257802,-49.8400093120198,-0.31467378249982,0.135257839925261,112.32715712024,-5.43038256991359,14224.2302271863,0.0,30.0
